NM_VOTAVEL,DS_CARGO,NM_MUNICIPIO,Total_Votos
GABRIEL SOARES GONÇALVES,DEPUTADO ESTADUAL,35,940
GABRIEL SOUZA DE JESUS,DEPUTADO FEDERAL,41,343
GABRIELA EVANGELISTA ARANTES DA SILVA,DEPUTADO FEDERAL,151,1790
GABRIELA GUERRERO ARIONE,DEPUTADO ESTADUAL,85,434
GABRIELA SILVEIRA DA ROCHA CAMARGO,DEPUTADO ESTADUAL,437,23381
GABRIELLE JORDANO DE OLIVEIRA,DEPUTADO FEDERAL,86,410
GALENO ROSA,DEPUTADO ESTADUAL,122,1103
GARRY DERALUS,DEPUTADO ESTADUAL,197,1580
GEILDA BRANDÃO LAURINDO,DEPUTADO FEDERAL,19,126
GELSO APARECIDO DE LIMA,DEPUTADO ESTADUAL,160,9571
GENI SALDANHA DOS SANTOS SILVA,DEPUTADO ESTADUAL,17,588
GENILCE DOS SANTOS,DEPUTADO FEDERAL,51,317
GENILDO DANTAS DA SILVA,DEPUTADO ESTADUAL,33,172
GENIVAL CALIXTO DA COSTA,DEPUTADO ESTADUAL,65,465
GENIVAL FRANCISCO DOS SANTOS,DEPUTADO ESTADUAL,25,298
GENIVALDO BARBOSA DOS SANTOS,DEPUTADO ESTADUAL,34,904
GEORGES HABIB JARROUGE,DEPUTADO ESTADUAL,187,1853
GEORGES MARCELO EIVAZIAN,DEPUTADO FEDERAL,61,1301
GEORGIANA SOARES PIRES,DEPUTADO ESTADUAL,44,633
GERALDO ALVES DIONÍSIO,DEPUTADO FEDERAL,96,307
GERALDO AMARO DA SILVA,DEPUTADO ESTADUAL,8,412
GERALDO ARISTIDES RUFINO,DEPUTADO FEDERAL,361,15484
GERALDO DA SILVA MAIA FILHO,DEPUTADO ESTADUAL,214,2473
GERALDO DE MORAES MARQUES,DEPUTADO FEDERAL,33,154
GERALDO DE SOUZA SOBRINHO,DEPUTADO FEDERAL,25,592
GERALDO DOS REIS BORGES,DEPUTADO FEDERAL,60,1540
GERALDO JANUARIO DO NASCIMENTO,DEPUTADO FEDERAL,47,331
GERALDO LEITE DA CRUZ,DEPUTADO ESTADUAL,175,31415
GERALDO MAGELA DA CRUZ,DEPUTADO ESTADUAL,33,1117
GERALDO MARÇAL DA SILVA,DEPUTADO FEDERAL,67,584
GERALDO MONTEIRO TEIXEIRA FILHO,DEPUTADO ESTADUAL,10,159
GERALDO PEREIRA DE BARROS NETO,DEPUTADO ESTADUAL,92,3708
GERALDO PEREIRA DE OLIVEIRA,DEPUTADO ESTADUAL,79,9297
GERALDO PEREIRA FILHO,DEPUTADO ESTADUAL,170,1557
GERALDO RODRIGUES DE SOUZA,DEPUTADO ESTADUAL,18,193
GERALNICE ALVES TEIXEIRA,DEPUTADO FEDERAL,55,313
GEREMIAS NUNES DE SIQUEIRA,DEPUTADO ESTADUAL,116,1815
GERMANO VETTAS,DEPUTADO ESTADUAL,21,128
GERSON ANTONIO DE PAULA,DEPUTADO FEDERAL,43,143
GERSON DA CUNHA,DEPUTADO ESTADUAL,21,262
GERSON FELIP CURPIEVSKY,DEPUTADO ESTADUAL,29,232
GERSON FIUZA DE JESUS,DEPUTADO ESTADUAL,20,765
GERSON HENRIQUE SARTORI,DEPUTADO FEDERAL,353,13434
GERSON LUIS BITTENCOURT,DEPUTADO ESTADUAL,299,38278
GERVINO CLÁUDIO GONÇALVES,DEPUTADO ESTADUAL,65,4829
GETÚLIO DE SOUSA SANTOS,DEPUTADO ESTADUAL,27,444
GICILENE DE LIMA MATUZAKI,DEPUTADO ESTADUAL,19,273
GICÉLIA DOS SANTOS ,DEPUTADO ESTADUAL,25,737
GIL LANCASTER FRAZÃO DE MORÃES,DEPUTADO ESTADUAL,285,20419
GILBERTO BENTO,DEPUTADO FEDERAL,156,1921
GILBERTO BENZI,DEPUTADO ESTADUAL,314,18485
GILBERTO BORJA PINTO,DEPUTADO ESTADUAL,45,2235
GILBERTO CAETANO DE FRANÇA,DEPUTADO FEDERAL,99,3467
GILBERTO DANIEL JUNIOR,DEPUTADO ESTADUAL,106,11346
GILBERTO DE ALMEIDA RIBEIRO,DEPUTADO FEDERAL,50,307
GILBERTO FRANCISCO DE AQUINO,DEPUTADO ESTADUAL,57,484
GILBERTO MARQUES,DEPUTADO ESTADUAL,26,211
GILBERTO NASCIMENTO SILVA,DEPUTADO FEDERAL,552,80626
GILBERTO PEREIRA DOS SANTOS,DEPUTADO ESTADUAL,13,131
GILBERTO ROQUE JACINTO,DEPUTADO ESTADUAL,11,34
GILBERTO TANOS NATALINI,DEPUTADO FEDERAL,317,24212
GILCE TEREZA CORREIA DOS SANTOS,DEPUTADO FEDERAL,122,436
GILDAECIO SOARES DE SOUSA,DEPUTADO ESTADUAL,27,480
GILDENOR ALVES FREIRE,DEPUTADO FEDERAL,97,1514
GILDEVANIO ILSO DOS SANTOS DINIZ,DEPUTADO ESTADUAL,641,188755
GILDO JOSE PEDROSA,DEPUTADO FEDERAL,119,1268
GILMACI DOS SANTOS BARBOSA,DEPUTADO ESTADUAL,327,72674
GILMAR ANDRE DOS SANTOS NEVES DE LAVOR,DEPUTADO FEDERAL,114,1929
GILMAR DA SILVA GIMENES,DEPUTADO ESTADUAL,440,27704
GILMAR PAES,DEPUTADO ESTADUAL,133,1715
GILMARA ALMEIDA GONÇALVES RIEVRS OLIVEIRA,DEPUTADO ESTADUAL,202,15663
GILMARA NASCIMENTO DA SILVA,DEPUTADO FEDERAL,52,1673
GILSON ALMEIDA BARRETO JUNIOR,DEPUTADO ESTADUAL,334,19883
GILSON APARECIDO ZANLUCHI,DEPUTADO ESTADUAL,30,280
GILSON CARLOS DE ALMEIDA,DEPUTADO FEDERAL,18,62
GILSON DE SOUZA JUNIOR,DEPUTADO FEDERAL,156,14020
GILSON FERREIRA DO NASCIMENTO,DEPUTADO FEDERAL,17,281
GILSON FICO,DEPUTADO ESTADUAL,30,365
GILSON PEREIRA DE MENEZES,DEPUTADO FEDERAL,104,3956
GILVAN APARECIDO FERNANDES ASNAR,DEPUTADO ESTADUAL,22,744
GILVAN SANTOS SOUZA FILHO,DEPUTADO ESTADUAL,36,526
GILVANDA DOS SANTOS NASCIMENTO,DEPUTADO FEDERAL,42,799
GILVANDRO JOSE ALVES DE OLIVEIRA FILHO,DEPUTADO FEDERAL,53,472
GILVANETE BATISTA DE MORAIS,DEPUTADO ESTADUAL,33,202
GINO JOSÉ TORREZAN,DEPUTADO ESTADUAL,114,4618
GIOMÁRIO MENDES CARNEIRO,DEPUTADO FEDERAL,240,3096
GIOVANI CORREIA DOS SANTOS,DEPUTADO ESTADUAL,30,245
GIOVANNA GUIMARÃES TRIPOLI,DEPUTADO ESTADUAL,460,49408
GIOVANNA MARQUES DOS REIS,DEPUTADO ESTADUAL,38,791
GIOVANNI VILLIUS RIGHETTO MOCKUS,DEPUTADO ESTADUAL,190,2987
GIRLEIDE DE ALENCAR SILVA,DEPUTADO FEDERAL,19,135
GIRLENE DO SOCORRO BARBOSA MAIA,DEPUTADO ESTADUAL,5,26
GIRLÊNIO GOMES DE OLIVEIRA,DEPUTADO ESTADUAL,189,28083
GISELA MARIANA VASCONCELOS MONTEIRO DE CARVALHO,DEPUTADO FEDERAL,233,2374
GISELE CASARIN DA SILVA,DEPUTADO FEDERAL,43,424
GISELE CRISTIANE VIEIRA,DEPUTADO ESTADUAL,132,1665
GISELE PONCIO,DEPUTADO FEDERAL,19,131
GISELLA PULVIRENTI,DEPUTADO FEDERAL,102,331
GISLAINE LAMBERT DE BRITO DOS SANTOS,DEPUTADO FEDERAL,83,590
GISLENE APARECIDA TAVARES DE ASSIS,DEPUTADO FEDERAL,37,919
GISLENE CARDOSO,DEPUTADO FEDERAL,113,2086
GISLENE MEIRELES DOS SANTOS,DEPUTADO ESTADUAL,22,177
GIULIO BALDI DANTAS,DEPUTADO ESTADUAL,16,86
GIVALDO JOSE DA SILVA,DEPUTADO ESTADUAL,42,1140
GLADISON DAVID NEIVA DIAS,DEPUTADO ESTADUAL,39,363
GLAUBER DA SILVA,DEPUTADO ESTADUAL,51,242
GLAUCIA ESTELA CAMARGO,DEPUTADO ESTADUAL,34,520
GLAUCIA MARIA RODRIGUES DE SOUZA,DEPUTADO ESTADUAL,16,149
GLAUCIA PERES CÍLIA GONÇALVES,DEPUTADO ESTADUAL,16,220
GLAUCO GIULIANO VICENTIN GOBBI,DEPUTADO FEDERAL,103,1118
GLAUCO ROBSON VICENTE,DEPUTADO FEDERAL,115,1358
GLEICE APARECIDA DA SILVA,DEPUTADO ESTADUAL,32,136
GLEYSON FARNEY LIMA DIAS,DEPUTADO ESTADUAL,79,669
GLORIA NEY FERNANDES,DEPUTADO ESTADUAL,30,275
GLÉDSON ANTONIO DE PROENÇA ,DEPUTADO ESTADUAL,35,700
GONZAGA MENDES DE OLIVEIRA,DEPUTADO ESTADUAL,15,278
GRACIELA DE LOURDES DAVID AMBRÓSIO,DEPUTADO ESTADUAL,236,54140
GRAZIELE CRISTINA LUCATO,DEPUTADO ESTADUAL,45,265
GRAÇA ERNESTINA ANAY SILVA DIAS,DEPUTADO ESTADUAL,36,95
GRECIONE MAGALHÃES DE ALMEIDA,DEPUTADO ESTADUAL,14,104
GREGORY WATERKEMPER DE SOUZA,DEPUTADO ESTADUAL,36,379
GREICE NAOMI YAMAGUCHI,DEPUTADO FEDERAL,301,5172
GUARACI FERNANDO CAMPOS,DEPUTADO ESTADUAL,33,598
GUARACI LIMA DE MORAIS,DEPUTADO ESTADUAL,118,3522
GUARACY RIBEIRO FILHO,DEPUTADO ESTADUAL,91,1855
GUILHERME ANEDES SALLES MENDES,DEPUTADO ESTADUAL,161,2623
GUILHERME AUGUSTO SANCHES RIBEIRO,DEPUTADO FEDERAL,356,21456
GUILHERME CAMPOS JÚNIOR,DEPUTADO FEDERAL,476,52402
GUILHERME CESAR ZAFANI,DEPUTADO ESTADUAL,311,7907
GUILHERME DE ALES FERRAZ DA SILVA,DEPUTADO ESTADUAL,242,7624
GUILHERME DE ANDRADE CAMPOS ABDALLA,DEPUTADO FEDERAL,115,1162
GUILHERME MURARO DERRITE,DEPUTADO FEDERAL,616,105250
GUILHERME MUSSI FERREIRA,DEPUTADO FEDERAL,523,118718
GUILHERME PIAI SILVA FILIZZOLA,DEPUTADO ESTADUAL,171,6873
GUILHERME TIOSSO DE CASTRO,DEPUTADO FEDERAL,248,6833
GUIOMAR HOFFMAN,DEPUTADO ESTADUAL,48,1556
GUNTHER RUPPELT DOS SANTOS,DEPUTADO FEDERAL,188,1393
GUNTHER SCHWEITZER,DEPUTADO ESTADUAL,73,1108
GUSTAVO BENSDORP PALMIERI,DEPUTADO FEDERAL,525,39531
GUSTAVO COELHO DA SILVA,DEPUTADO ESTADUAL,88,1041
GUSTAVO HENRIQUE FARGIANI,DEPUTADO ESTADUAL,49,2241
GUSTAVO LEMOS PETTA,DEPUTADO ESTADUAL,269,21234
GUSTAVO MARTINELLI,DEPUTADO ESTADUAL,304,41414
GUSTAVO RAMOS PERISSINOTTO,DEPUTADO ESTADUAL,193,9777
GÉRSIO BAPTISTA,DEPUTADO FEDERAL,42,180
HAILEY KAAS ALVES PEDRO DA SILVA,DEPUTADO ESTADUAL,270,5475
HALSE MICHELLINE TAVARES COELHO,DEPUTADO ESTADUAL,35,226
HAMILTON ALVES FERNANDES,DEPUTADO ESTADUAL,59,419
HAMILTON DIAS MENEZES,DEPUTADO ESTADUAL,69,544
HAMILTON DONIZETE PIASSI,DEPUTADO ESTADUAL,32,123
HAMILTON PEREIRA,DEPUTADO ESTADUAL,200,29395
HAMILTON PEREIRA RIBEIRO JUNIOR,DEPUTADO FEDERAL,64,1668
HAMILTON PROCÓPIO DOS SANTOS NETTO,DEPUTADO ESTADUAL,379,4036
HARLEY HECTOR VICENTE,DEPUTADO ESTADUAL,18,143
HAROLDO DE SÁ QUARTIM BARBOSA FILHO,DEPUTADO ESTADUAL,279,9219
HASSAN AHMAD KAMH,DEPUTADO ESTADUAL,10,66
HAYSLAN PIRES GONÇALVES,DEPUTADO ESTADUAL,30,497
HEITOR ROBERTO TOMMASINI,DEPUTADO FEDERAL,19,81
HELCIO ALVARES SOARES,DEPUTADO FEDERAL,42,677
HELENA APARECIDA GOMES,DEPUTADO ESTADUAL,17,428
HELENA MARIA LEME BARBOSA,DEPUTADO ESTADUAL,21,157
HELIO ALVES RIBEIRO,DEPUTADO FEDERAL,137,27673
HELIO BRASSAROTO,DEPUTADO ESTADUAL,34,563
HELIO DE MATOS FRANÇA,DEPUTADO FEDERAL,52,204
HELIO GONÇALVES FIRMO,DEPUTADO ESTADUAL,48,1128
HELIO NISHIMOTO,DEPUTADO ESTADUAL,218,45781
HELIO SANTIAGO DOS SANTOS,DEPUTADO ESTADUAL,62,535
HELIO VENANCIO FERREIRA,DEPUTADO ESTADUAL,303,13827
HELIOMAR COELHO SILVA JUNIOR,DEPUTADO ESTADUAL,40,906
HELITON ESCORPELI,DEPUTADO ESTADUAL,23,342
HELTON DE SOUSA VIEIRA FEITOSA,DEPUTADO FEDERAL,24,157
HELTON MESSIAS,DEPUTADO ESTADUAL,21,102
HENI OZI CUKIER,DEPUTADO ESTADUAL,537,114463
HENRIQUE AGUILERA FILHO,DEPUTADO ESTADUAL,33,888
HENRIQUE ALBERTO ALMIRATES JUNIOR,DEPUTADO FEDERAL,166,3265
HENRIQUE CARVALHO DE CAMPOS,DEPUTADO ESTADUAL,11,454
HENRIQUE CROISFELTS,DEPUTADO ESTADUAL,128,1396
HENRIQUE DOMINGUES,DEPUTADO ESTADUAL,141,1905
HENRIQUE FERRACINI DIAS,DEPUTADO FEDERAL,56,472
HENRIQUE STEIN SCIASCIO,DEPUTADO FEDERAL,281,47198
HENRIQUE ÁREAS DE ARAÚJO,DEPUTADO FEDERAL,29,100
HERALDO LOPES GUIMARÃES,DEPUTADO ESTADUAL,215,4830
HERCULANO CASTILHO PASSOS JUNIOR,DEPUTADO FEDERAL,387,43722
HERIC MOURA RODRIGUES,DEPUTADO FEDERAL,63,707
HERIVELTO DOS SANTOS MORAES,DEPUTADO ESTADUAL,181,7184
HERNANDO MAURO DIÓGENES DE AQUINO,DEPUTADO ESTADUAL,222,7348
HERNANI JOSÉ BARRETO DA SILVA,DEPUTADO ESTADUAL,91,4003
HIGOR CAUÊ DE SOUZA OLIVEIRA,DEPUTADO FEDERAL,63,978
HIGOR MAMEDE MARQUES DOS SANTOS,DEPUTADO FEDERAL,94,1433
HILDA MARIA AZEVEDO ALVES,DEPUTADO FEDERAL,83,535
HOMERO LIMA,DEPUTADO FEDERAL,39,628
HORACIO CAYRES JUNIOR,DEPUTADO FEDERAL,78,1594
HOSMANY RAMOS,DEPUTADO FEDERAL,15,124
HUBER ARISTÓTELES NOGUEIRA DA GAMA,DEPUTADO FEDERAL,35,318
HUGO DO PRADO SANTOS,DEPUTADO ESTADUAL,218,41596
HUGO RENER CASTRO CORREIA,DEPUTADO FEDERAL,65,739
HUMBERTO DE ALENCAR SILVA,DEPUTADO ESTADUAL,23,154
HUMBERTO VIEIRA BARBOSA LAUDARES PEREIRA,DEPUTADO FEDERAL,303,10391
HÁDIA CHRISTINY AMORIM ARAÚJO FEITOSA,DEPUTADO ESTADUAL,93,1165
HÉLIO APARECIDO DE GODOY,DEPUTADO ESTADUAL,158,8511
HÉLIO TELES ALVES,DEPUTADO ESTADUAL,10,36
ICARO ROBERTO FAGUNDES,DEPUTADO FEDERAL,58,830
IDERNANI GOMES DO CARMO,DEPUTADO ESTADUAL,27,354
IDEVAL FUENTE ALBA,DEPUTADO ESTADUAL,3,65
IDEVANIR ARCANJO DE SOUZA,DEPUTADO ESTADUAL,40,1704
IDIVANIR DE MOURA MESQUITA,DEPUTADO FEDERAL,25,451
IEDA COSTA DE OLIVEIRA,DEPUTADO ESTADUAL,30,1074
IKAROS RICARDO BRAIMIS JUNIOR,DEPUTADO FEDERAL,88,1891
ILDACY BOTELHO CORDEIRO,DEPUTADO ESTADUAL,40,345
ILDETE FERREIRA DO PRADO COSTA,DEPUTADO ESTADUAL,17,309
ILIETE GERAGE,DEPUTADO ESTADUAL,19,400
ILMA ROSA DA SILVA,DEPUTADO ESTADUAL,24,239
ILMAR CÉSAR CAVALCANTI MUNIZ,DEPUTADO ESTADUAL,62,1726
ILMO HONORATO FERNANDES,DEPUTADO FEDERAL,72,485
INDALÉCIO ADRIANO LIMA,DEPUTADO FEDERAL,58,937
INGRID JULIANE DOS SANTOS FERREIRA,DEPUTADO ESTADUAL,178,1681
INGRID MIRIA FRARE,DEPUTADO ESTADUAL,174,3683
INÊS LEAL DE CASTRO,DEPUTADO FEDERAL,61,338
IOANNIS EVANGELOS KATSAKIS,DEPUTADO ESTADUAL,168,1390
IOLANDA KEIKO MIASHIRO OTA,DEPUTADO FEDERAL,461,53374
IONARA MACHADO SOUZA,DEPUTADO ESTADUAL,25,211
IONE MELO MACHADO ANANIAS,DEPUTADO FEDERAL,75,433
IONITA DE OLIVEIRA KRUGNER,DEPUTADO ESTADUAL,77,716
IRANILDO DANTAS,DEPUTADO ESTADUAL,33,1810
IRENICE ODETE BARBOSA,DEPUTADO ESTADUAL,12,75
IRENILDA APARECIDA MARIA FRANCISCO,DEPUTADO ESTADUAL,82,1331
IRINEU SEBASTIÃO ,DEPUTADO ESTADUAL,90,990
ISA DE SOUSA MASCARENHAS,DEPUTADO ESTADUAL,41,277
ISAAC JULIO BARRETO LOPES BITTENCOURT,DEPUTADO ESTADUAL,253,7795
ISABEL CRISTINA DA SILVA CALDERONE,DEPUTADO ESTADUAL,18,335
ISABEL CRISTINA VIEIRA,DEPUTADO ESTADUAL,15,131
ISABEL KAUSZ DOS REIS,DEPUTADO ESTADUAL,102,1287
ISABEL SILVA GASPAR DE MORAIS,DEPUTADO ESTADUAL,37,603
ISABELA CRISTINA CARDOSO DA CRUZ,DEPUTADO ESTADUAL,98,854
ISABELLA SANCHES DE SOUSA TREVISANI,DEPUTADO ESTADUAL,63,448
ISABELLE SATIKO SOYAMA,DEPUTADO FEDERAL,87,774
ISADORA MARTINATTI PENNA,DEPUTADO ESTADUAL,489,47730
ISAIAS CONCEIÇÃO,DEPUTADO ESTADUAL,35,376
ISAIAS GUEDES GUIMARÃES,DEPUTADO ESTADUAL,60,436
ISISMAYARA DAS GRAÇAS CARDOSO,DEPUTADO FEDERAL,41,226
ISMAEL ANTONIO FREIRE,DEPUTADO FEDERAL,88,566
ISMAEL DA SILVA SOUZA ,DEPUTADO ESTADUAL,69,309
ISMAEL DANTAS DE AMORIM FILHO,DEPUTADO ESTADUAL,57,237
ISMERAÍ EGIDIO DA SILVA,DEPUTADO ESTADUAL,41,315
ISRAEL SAMPAIO DE LACERDA FILHO,DEPUTADO FEDERAL,151,15884
ITAMAR FRANCISCO MACHADO BORGES,DEPUTADO ESTADUAL,511,72111
ITAMAR GONÇALVES,DEPUTADO ESTADUAL,110,1262
ITAMAR SENA,DEPUTADO ESTADUAL,15,111
IURIATAN FELIPE MUNIZ,DEPUTADO ESTADUAL,143,1271
IVAN ALVES FERREIRA,DEPUTADO ESTADUAL,11,152
IVAN CANOLETTO RODRIGUES,DEPUTADO FEDERAL,133,1210
IVAN NATAL FATORETO,DEPUTADO FEDERAL,63,4211
IVAN RICARDO FIRMINO,DEPUTADO FEDERAL,117,1276
IVAN RODRIGUES SANTANA,DEPUTADO ESTADUAL,64,1127
IVAN VALENTE,DEPUTADO FEDERAL,611,135446
IVANCI VIEIRA DOS SANTOS,DEPUTADO ESTADUAL,21,231
IVANETE ANTONIA DA COSTA,DEPUTADO ESTADUAL,64,1918
IVANI CARVALHO SHEWCHENKO,DEPUTADO ESTADUAL,104,416
IVANI VAZ DE LIMA,DEPUTADO FEDERAL,337,13454
IVANILDO GOMES NOGUEIRA,DEPUTADO FEDERAL,307,5255
IVANILDO PEREIRA LOBO,DEPUTADO FEDERAL,104,7694
IVANIO BATISTA DA SILVA,DEPUTADO FEDERAL,57,640
IVO LOPES FILHO,DEPUTADO FEDERAL,57,1114
IVONE FERNANDES DIAS DO NASCIMENTO,DEPUTADO ESTADUAL,55,704
IVONE GRESSENS,DEPUTADO FEDERAL,183,1023
IVONIZE DE SOUZA BARRETO,DEPUTADO FEDERAL,23,152
IZABEL CRISTINA ROSA,DEPUTADO ESTADUAL,8,113
IZAMAR NUNES DA SILVA,DEPUTADO FEDERAL,11,200
IZAQUE JOSÉ DA SILVA,DEPUTADO FEDERAL,285,20662
IZÍDIO DE BRITO CORREIA,DEPUTADO FEDERAL,331,35315
JAAZIEL BISPO DOS SANTOS,DEPUTADO ESTADUAL,33,549
JACEGUAY NUNES GÓES,DEPUTADO ESTADUAL,17,212
JACINTO MOREIRA MILAGRES,DEPUTADO FEDERAL,95,624
JACIRA GOMES GONÇALVES GÓES,DEPUTADO FEDERAL,34,115
JACKSON CARLOS SOUZA DO SACRAMENTO,DEPUTADO ESTADUAL,15,281
JACKSON SOARES GOMES,DEPUTADO ESTADUAL,15,348
JACQUELINE MOREIRA DOS SANTOS ALMEIDA,DEPUTADO FEDERAL,149,2263
JAILSON TORRES MACARIO,DEPUTADO ESTADUAL,41,441
JAILTON DE JESUS SILVA,DEPUTADO FEDERAL,158,677
JAIME DA SILVA,DEPUTADO ESTADUAL,16,226
JAIME DE SOUZA,DEPUTADO ESTADUAL,403,24703
JAIR ANDREONI,SENADOR,630,128953
JAIR ARMANDO CHAVES,DEPUTADO FEDERAL,29,510
JAIR AVELINO DOS SANTOS,DEPUTADO FEDERAL,102,1790
JAIR CAVALCANTE VAZ,DEPUTADO FEDERAL,78,1171
JAIR MARMELO CARDOSO DE OLIVEIRA,DEPUTADO ESTADUAL,29,1434
JAIR PIZORUSSO,DEPUTADO FEDERAL,178,1117
JAIR RAMALHO DA SILVA,DEPUTADO ESTADUAL,43,1142
JAIR RODRIGUES DE CARVALHO,DEPUTADO ESTADUAL,27,342
JAIRO ATAIDE DA SILVA,DEPUTADO FEDERAL,19,110
JAIRO CHAVES MASCARO,DEPUTADO FEDERAL,23,216
JAIRO DOS SANTOS,DEPUTADO ESTADUAL,54,1254
JAIRO MATHEOS FILHO,DEPUTADO ESTADUAL,180,2497
JAIRO PEDRO DE ASSIS,DEPUTADO ESTADUAL,142,2303
JALMIRA DO CARMO SILVA COELHO,DEPUTADO ESTADUAL,13,143
JAMES PRADO GONDIM,DEPUTADO ESTADUAL,72,463
JAMIL AKIO ONO,DEPUTADO ESTADUAL,279,26879
JAMILA TAVARES COIMBRA,DEPUTADO ESTADUAL,81,513
JAMILE RANGEL DA SILVA,DEPUTADO ESTADUAL,36,822
JANAINA CONCEIÇÃO PASCHOAL,DEPUTADO ESTADUAL,645,1818698
JANAINA CRISP GIULIANO CAVALCANTE OLIVEIRA,DEPUTADO ESTADUAL,17,31
JANETE CRISTINA EVANGELISTA DE SOUZA ,DEPUTADO FEDERAL,22,319
JANIO ANTONIO ROSA,DEPUTADO FEDERAL,37,295
JANIQUELE MARIA DA SILVA FERREIRA,DEPUTADO FEDERAL,177,3940
JAQUELINE LILIAN BARCELOS COUTINHO,DEPUTADO ESTADUAL,203,27014
JARKSON VILAR DA SILVA,DEPUTADO FEDERAL,161,1630
JASIEL ANTONIO OLIVEIRA DE SOUZA,DEPUTADO ESTADUAL,30,1430
JEAN CARLOS HERZOGENRATH DE BRITO,DEPUTADO ESTADUAL,72,1229
JEAN PIERRE FERREIRA DA SILVA,DEPUTADO ESTADUAL,43,264
JEDIEL HOSANA DE CARVALHO,DEPUTADO FEDERAL,148,997
JEFERSON DE CAMARGO,DEPUTADO FEDERAL,26,512
JEFFERCY DE SOUZA NUNES CHAD,DEPUTADO ESTADUAL,37,3409
JEFFERSON ALVES DE CAMPOS,DEPUTADO FEDERAL,589,87513
JEFFERSON ANDRE DE ALMEIDA,DEPUTADO FEDERAL,32,1328
JEFFERSON DE MORAES CAMPOS,DEPUTADO ESTADUAL,113,869
JEFFERSON ERECY SANTOS,DEPUTADO ESTADUAL,199,4238
JEFFERSON FISCHER DA ROCHA,DEPUTADO ESTADUAL,23,139
JEFFERSON MARIO AMARAL,DEPUTADO FEDERAL,103,2124
JEFFERSON RIPI DA SILVA,DEPUTADO ESTADUAL,40,335
JEFFERSON SANTOS DA SILVA,DEPUTADO ESTADUAL,35,3169
JEFFERSON TORRES DA CRUZ,DEPUTADO ESTADUAL,13,252
JEREMIAS ALVES SANTOS,DEPUTADO ESTADUAL,18,179
JERUSA JANUÁRIA DA SILVA,DEPUTADO ESTADUAL,28,316
JESSE DE MEDEIROS NAVARRO,DEPUTADO FEDERAL,70,297
JESSICA FERNANDES ASNAR JACCOUD,DEPUTADO FEDERAL,21,173
JESSICA MARQUES RIBEIRO,DEPUTADO ESTADUAL,187,3017
JESSICA MAYRA BARBOSA DOS SANTOS,DEPUTADO FEDERAL,31,336
JESSIKA APARECIDA TOMAZ GOMES,DEPUTADO ESTADUAL,16,339
JESUS DE AQUINO,DEPUTADO ESTADUAL,94,3215
JESUS MARTINS,DEPUTADO FEDERAL,113,408
JI NA PARK,DEPUTADO FEDERAL,60,398
JILMAR AUGUSTINHO TATTO,SENADOR,645,1855130
JOAO AGUIAR RIBEIRO,DEPUTADO FEDERAL,118,3618
JOAO BATISTA DE OLIVEIRA SOBRINHO,DEPUTADO ESTADUAL,80,490
JOAO LUIS DIAS ZAFALAO,DEPUTADO ESTADUAL,198,4795
JOAO LUIZ LEITE,DEPUTADO ESTADUAL,32,243
JOAO PAULO TAVARES PAPA,DEPUTADO FEDERAL,359,41866
JOAO RICARDO GARCIA CARVALHO DA SILVA,DEPUTADO FEDERAL,149,11807
JOAQUIM FERREIRA NETO,DEPUTADO ESTADUAL,46,2134
JOAQUIM GRACA NETO,DEPUTADO ESTADUAL,41,520
JOAQUIM MARCELINO JOFFRE NETO,DEPUTADO ESTADUAL,76,1793
JOAQUIM MISAEL DA SILVA,DEPUTADO ESTADUAL,65,1383
JOAQUIM TEODORO GOMA,DEPUTADO ESTADUAL,139,1098
JOBERT ALEXANDRINO,DEPUTADO ESTADUAL,184,15011
JOCELINO JOSE DE SANTANA,DEPUTADO ESTADUAL,59,675
JOCILDA MARIA DE SOUSA,DEPUTADO FEDERAL,27,190
JOEL FRANCISCO BARBOSA,DEPUTADO ESTADUAL,56,1118
JOELMA MAXICIMA DA FONSECA,DEPUTADO ESTADUAL,65,195
JOICE APARECIDA GOMES DA CRUZ,DEPUTADO ESTADUAL,15,46
JOICE CRISTINA HASSELMANN,DEPUTADO FEDERAL,645,954341
JOLDEMAR NUNES CORRÊA,DEPUTADO FEDERAL,34,917
JONADABES LOPES,DEPUTADO ESTADUAL,24,475
JONAS DE CASTRO DIAS,DEPUTADO ESTADUAL,25,702
JONAS DE SOUZA CAMISA NOVA,DEPUTADO ESTADUAL,65,3424
JONAS FERNANDES CASTRO,DEPUTADO ESTADUAL,45,733
JONAS FONTOURA SANTANA,DEPUTADO ESTADUAL,13,509
JONATAS LIMA DE AMORIM,DEPUTADO FEDERAL,389,4911
JONATHAN AMORA DE RAGO,DEPUTADO ESTADUAL,20,1155
JONATHAN AYRES CASTELLANO,DEPUTADO FEDERAL,179,4916
JONES MAIR PONTES SILVEIRA,DEPUTADO ESTADUAL,55,461
JOOJI HATO,DEPUTADO ESTADUAL,339,36057
JORDEVAN JOSE DE QUEIROZ FERREIRA,DEPUTADO FEDERAL,46,1303
JORGE ALVES DE ALMEIDA VENANCIO,DEPUTADO FEDERAL,180,1515
JORGE ANTONIO DA SILVA,DEPUTADO ESTADUAL,32,1172
JORGE AUGUSTO ROQUE SOUZA,DEPUTADO FEDERAL,152,3968
JORGE CUNHA,DEPUTADO FEDERAL,63,513
JORGE DAVID SALGADO,DEPUTADO ESTADUAL,98,4943
