,Candidato,Serviços prestados por terceiros,Despesa com Impulsionamento de Conteúdos,"Encargos financeiros, taxas bancárias e/ou op. cartão de crédito",Eventos de promoção da candidatura,Publicidade por materiais impressos,Doações financeiras a outros candidatos/partidos,Combustíveis e lubrificantes,Criação e inclusão de páginas na internet,Taxa de Administração de Financiamento Coletivo,Despesas com Hospedagem,Despesas com transporte ou deslocamento,Despesas com pessoal,"Produção de programas de rádio, televisão ou vídeo",Publicidade por jornais e revistas,Publicidade por adesivos,"Produção de jingles, vinhetas e slogans",Atividades de militância e mobilização de rua,Serviços próprios prestados por terceiros,Locação/cessão de bens móveis (exceto veículos),Diversas a especificar,Locação/cessão de bens imóveis,Publicidade por carros de som,"Impostos, contribuições e taxas",Cessão ou locação de veículos,Materiais de expediente,Alimentação,Correspondências e despesas postais,Água,Energia elétrica,Comícios,Aquisição/Doação de bens móveis ou imóveis,Pré-instalação física de comitê de campanha,Pesquisas ou testes eleitorais,Multas eleitorais,Passagem Aérea,Telefone,Encargos sociais,Reembolsos de gastos realizados por eleitores,Gasto_Candidato,Votos recebidos
1606,RENATO PAIM,500.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1743.0
1607,ISABELLE SATIKO SOYAMA,954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,774.0
1608,CAMILA VERONICA SPERANDIO DE ALMEIDA,0.0,0.0,0.7,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,459.0
1609,EVERALDO MARIANO DA SILVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1477.0
1610,CLEMIR BATISTA RODRIGUES DA SILVA,9609.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,241.0
1611,MARILIA ELENA DA SILVA RIBEIRO,9900.0,0.0,26.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1114.0
1612,FERNANDO GARCIA IZQUIERDO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,156.0
1613,SANDRA MARIA DOS SANTOS,0.0,0.0,0.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,7085.0,0.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,333.0
1614,NILO SERGIO MACHADO,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,96.0
1615,SUZELAINE PEDRONI ROSA,500.0,100.0,0.0,0.0,500.0,0.0,300.0,0.0,0.0,0.0,0.0,8600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,763.0
1616,ELIZABETH RABELO TORRES RESENDE,0.0,0.0,2.2,0.0,786.8,0.0,601.25,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,6387.0,0.0,0.0,0.0,468.93,0.0,903.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.96,363.0
1617,MAHAYANA TACCARI,0.0,1842.0,37.7,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.7,147.0
1618,ANTONIO DE SOUZA BRANDAO,0.0,0.0,52.45,248.49,429.2,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,836.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1533.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.59,237.0
1619,RAQUEL PEREIRA RESENDE,7560.0,0.0,0.0,0.0,400.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.51,9.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.510000000002,416.0
1620,JOSILDA DE ARAUJO CABRAL DO NASCIMENTO,1475.0,0.0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.25,0.0
1621,MARCIA VALÉRIA MARQUES LOPES SAQUETO,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9070.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.2,0.0
1622,PAULA FERNANDA SAMPAIO,100.0,236.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.2,215.0
1623,IVONE GRESSENS MARTINEZ,600.0,0.0,0.0,0.0,1666.0,0.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,353.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.15,0.0
1624,RUTHINEA DE CARVALHO,0.0,0.0,107.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9997.9,71.0
1625,ORESTES PIMENTEL SOARES DE MISQUITA,0.0,0.0,51.75,0.0,1546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9997.75,1325.0
1626,IONITA DE OLIVEIRA KRUGNER,3900.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9996.0,716.0
1627,ALESSANDRA TRINDADE SHIMOMOTO,0.0,0.0,0.0,0.0,2520.0,0.0,0.0,0.0,0.0,0.0,0.0,7270.0,0.0,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9996.0,4791.0
1628,ANTONIO ZACARIAS DA SILVA,0.0,0.0,30.0,0.0,3000.0,0.0,878.54,0.0,0.0,253.52,0.0,2573.4700000000003,0.0,0.0,190.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,3032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9995.03,895.0
1629,ANA CRISTINA AUGUSTA DA SILVA ENCARNAÇÃO,0.0,0.0,13.2,0.0,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,5580.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9993.2,963.0
1630,RITA DE CASSIA SOUSA SANTOS,0.0,0.0,90.15,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,7763.0,0.0,0.0,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9993.15,157.0
1631,OMAR COUTO DA SILVA,0.0,0.0,13.2,0.0,0.0,0.0,625.0,0.0,0.0,0.0,0.0,7100.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988.2,287.0
1632,ANDREA SEIXAS,1250.0,0.0,13.2,0.0,4240.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,0.0,2235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9988.2,6034.0
1633,PATRICIA DE JESUS,0.0,0.0,11.5,0.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,9720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9986.5,328.0
1634,MARTA HELENA FERREIRA BARBOSA,0.0,150.0,11.65,0.0,2315.0,0.0,1996.56,0.0,0.0,0.0,20.0,1219.74,0.0,970.0,1340.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,752.3399999999999,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9982.29,668.0
1635,MARCOS LEANDRO GOMES VIEIRA,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9190.0,0.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9979.0,144.0
1636,FRANCISCA MARIA DO NASCIMENTO SOUSA,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9970.0,1469.0
1637,LUCILENA RIBEIRO DA SILVA,700.0,0.0,6.6,0.0,401.32,0.0,0.0,0.0,0.0,0.0,0.0,8109.0,0.0,0.0,350.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9966.92,558.0
1638,CINTIA APARECIDA DE  MATOS,0.0,0.0,0.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,3960.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9960.0,0.0
1639,JULIANA LUCIANO DOS SANTOS,0.0,0.0,13.2,0.0,0.0,0.0,1352.51,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9959.5,638.0
1640,ALEKSANDRA CARVALHO DA MOTTA,0.0,0.0,0.0,0.0,2642.5,0.0,456.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.0,0.0,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9958.86,548.0
1641,ROSEMEIRE MARTINS DE CARVALHO RIBEIRO,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8900.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9947.5,1625.0
1642,ALEXANDRE PIMENTA ARAUJO,0.0,0.0,13.2,0.0,4392.33,0.0,0.0,0.0,0.0,0.0,0.0,5350.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9945.53,1966.0
1643,JOSÉ ANTONIO ALVES,0.0,0.0,28.5,0.0,0.0,0.0,635.53,0.0,0.0,0.0,36.0,8043.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9943.5,369.0
1644,GABRIEL SOARES GONÇALVES,0.0,1220.0,26.43,0.0,858.0,0.0,200.07,0.0,0.0,0.0,0.0,5733.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9937.5,940.0
1645,AFFONSO SALATI FILHO,0.0,0.0,30.450000000000003,0.0,5848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,698.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9936.45,2299.0
1646,IVO LOPES FILHO,0.0,1000.0,35.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935.0,1114.0
1647,FERNANDO HENRIQUE FERREIRA,0.0,0.0,54.5,0.0,9880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9934.5,1196.0
1648,JOZY ELLEN SOUZA DE LEMOS,0.0,2500.0,56.85,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,3475.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9931.85,0.0
1649,MARCIA APARECIDA MENDES,0.0,0.0,98.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9928.5,801.0
1650,LUISA DA SILVA FERNANDES,9000.0,0.0,19.05,0.0,0.0,0.0,449.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9919.05,609.0
1651,RUBENS CLAUDIO SIQUEIRA NERI,0.0,0.0,13.2,0.0,3340.0,0.0,439.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5930.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.26,30056.0
1652,SONIA MARIA ALVES PEREIRA,0.0,0.0,0.0,0.0,0.0,0.0,247.21,0.0,0.0,0.0,0.0,5060.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2673.09,0.0,170.82999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9901.13,287.0
1653,CARLA ALESSANDRA RODRIGUES RUBIO,0.0,0.0,13.2,0.0,0.0,0.0,501.64,0.0,0.0,0.0,0.0,3980.16,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,3505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,1077.0
1654,RAIMUNDO FERREIRA BARROS,1500.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8392.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,687.0
1655,RENATA MARCIA ALVES BRAGA,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9900.0,490.0
1656,CARLOS AUGUSTO PEREIRA DA SILVA,6900.0,0.0,2.85,0.0,2574.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9876.85,724.0
1657,ROSANA BIGNAMI,1500.0,3050.0,111.25,0.0,640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,1120.0,0.0,2650.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9871.26,1769.0
1658,LILIAN SOARES ARAUJO SANTANA,0.0,0.0,0.0,0.0,0.0,0.0,1083.43,0.0,0.0,0.0,40.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,360.24,0.0,0.0,0.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9866.67,218.0
1659,THIAGO FELIPE NEVES,4000.0,0.0,0.0,0.0,950.0,0.0,1211.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9861.1,411.0
1660,BENJAMIN VALMIR CANDIDO PEREIRA,1908.0,0.0,36.0,0.0,6100.0,0.0,807.21,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9851.21,0.0
1661,JOÃO ALBERTO CORRÊA,0.0,7600.0,43.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9843.65,152.0
1662,MORENO FÉLIX CORDEIRO,0.0,4.0,100.27,0.0,8418.27,0.0,285.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9807.64,0.0
1663,MARCIO ANTONIO PELEGE THOMAZINI,3500.0,0.0,0.35,0.0,2500.0,0.0,854.12,0.0,0.0,0.0,0.0,640.0,0.0,0.0,1855.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382.16,9731.63,1557.0
1664,ELIENE DA SILVA SANTOS,0.0,0.0,244.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7400.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9709.85,432.0
1665,ELTON TONY SOUZA PONDÉ COELHO,0.0,1810.14,153.8,0.0,1725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3073.04,0.0,1592.52,0.0,0.0,1250.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9705.5,2444.0
1666,BENEDITO AUGUSTO DOS SANTOS,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9704.0,1399.0
1667,LUIS ANTONIO DE LIMA CLEMENTE,0.0,0.0,0.0,0.0,0.0,0.0,550.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9670.12,8331.0
1668,MARCOS ANTONIO HENRIQUE DE SOUZA,8000.0,0.0,79.19999999999999,0.0,0.0,0.0,0.0,0.0,581.4,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9660.6,1091.0
1669,CLAUDIA SANTOS LEAL,4470.0,0.0,22.5,0.0,450.0,0.0,1083.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,615.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9641.01,1547.0
1670,MAIRA FABRICIA PINTO,8.5,200.0,17.23,0.0,0.0,0.0,400.02,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9627.65,309.0
1671,CLAUDIO MARQUES DA SILVA,1000.0,0.0,71.35,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,7800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9571.35,1788.0
1672,MARCO ANTONIO BITTENCOURT NOGUEIRA COBRA,0.0,0.0,10.0,0.0,9402.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9545.24,3392.0
1673,REGIS MARQUES RIBEIRO,1211.02,600.84,0.0,0.0,1571.33,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.85,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5913.0,9521.04,686.0
1674,SILVIO ROBERTO BUENO CABRAL DE MEDEIROS FILHO,2633.0,2700.0,3.0,0.0,1775.0,0.0,0.0,0.0,0.0,300.0,0.0,1600.0,0.0,0.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9521.0,1701.0
1675,ALOISIO CALSONI BOZZINI,0.0,500.0,0.0,0.0,4350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,835.0,1130.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9515.0,4419.0
1676,FABIO SOARES DE OLIVEIRA,0.0,0.0,4.5,0.0,3755.0,0.0,0.0,2950.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9509.5,0.0
